listing_id,title,price,surface_m2,pieces,bedrooms,bathrooms,neighborhood,city,price_per_m2,has_garden,has_terrace,has_garage,has_air_conditioning,has_central_heating
8384598.0,Beau bungalow à Skhirat plage sécurisé,856.0,120.0,5.0,3.0,2.0,Neighborhood 1,Pittsburgh,7.133333333333334,0,0,1,0,0
8384173.0,Local commercial à louer location gérance,1070.0,36.0,,,1.0,Neighborhood 20,Tucson,29.72222222222222,0,0,1,0,0
8248745.0,Appartement a louer Neuf à Nejma Résidence Haut Standing,995.1,160.0,3.0,3.0,2.0,Neighborhood 7,St. Louis,6.219375,0,0,1,0,0
8388811.0,Magnifique appartement meublé en plein centre ville,1070.0,90.0,2.0,2.0,1.0,Neighborhood 14,St. Louis,11.88888888888889,0,0,0,0,0
8389622.0,Appartement Meublé au Cœur du Centre Ville,695.5,64.0,3.0,2.0,1.0,Neighborhood 6,St. Louis,10.8671875,0,0,0,0,0
8389811.0,Studio Meublé à Louer – Tanja Balia,588.5,50.0,2.0,1.0,1.0,Neighborhood 16,St. Louis,11.77,0,0,1,0,0
8353485.0,Appartement en location sur Gauthier,1605.0,117.0,4.0,3.0,2.0,Neighborhood 15,Charlotte,13.717948717948717,0,0,1,0,0
8383875.0,Studio en location sur Casa finance City,1391.0,50.0,2.0,1.0,1.0,Neighborhood 11,Charlotte,27.82,0,0,1,0,0
8384587.0,"Appt T3 meublé à louer, Piscine Rooftop, Parking",1498.0,74.0,3.0,2.0,2.0,Neighborhood 4,Tucson,20.243243243243242,0,0,1,0,0
8150278.0,Magnifique appartement à louer ferme bretonne,1016.5,95.0,3.0,2.0,2.0,Neighborhood 13,Charlotte,10.7,0,0,1,0,0
8389455.0,Magnifique appartement à louer ville verte,1337.5,138.0,4.0,3.0,2.0,Neighborhood 1,Nashville,9.692028985507246,0,0,1,0,0
7612329.0,À la palmeraie excellente villa moderne de 4 suites vide san...,4494.0,1600.0,5.0,4.0,4.0,Neighborhood 5,Tucson,2.80875,0,0,1,0,0
8342006.0,Appartement à louer à Guéliz. 3 chambres. Bien meublé,1070.0,75.0,4.0,3.0,2.0,Neighborhood 6,Tucson,14.266666666666667,0,0,1,0,0
8377530.0,Local commercial idéal pour magasin ou restaurant,7490.0,300.0,,,2.0,Neighborhood 9,Tucson,24.966666666666665,0,0,0,0,0
8360172.0,Location d'un appartement meublé à Malabata Hills,2675.0,130.0,4.0,3.0,2.0,Neighborhood 15,St. Louis,20.576923076923077,0,0,1,0,0
8390661.0,A louer appartement de standing 151 m2 valfleurie,1177.0,150.0,5.0,3.0,2.0,Neighborhood 31,Charlotte,7.846666666666667,0,0,1,0,0
8390655.0,À louer – showroom d’exception à tanger,1926.0,950.0,,,2.0,Neighborhood 7,St. Louis,2.0273684210526315,0,0,1,0,0
8390582.0,"Studio Luxe avec Rooftop Vue Parc Anfa & CFC 
Salle de Sport...",74.9,50.0,2.0,1.0,1.0,Neighborhood 5,Charlotte,1.4980000000000002,0,0,1,0,0
8390646.0,"Appartement en location à Harhoura. 
Surface de 130 m². 
Dou...",963.0,130.0,4.0,3.0,2.0,Neighborhood 1,Sacramento,7.407692307692308,0,0,1,0,0
8390643.0,Plateau bureau neuf haut standing de 65 m² à louer – Sidi Ma...,834.6,65.0,,,1.0,Neighborhood 28,Charlotte,12.84,0,0,0,0,0
8248359.0,Louez cet appartement en Centre. 2 belles chambres. Concierg...,299.6,100.0,4.0,2.0,1.0,Neighborhood 1,Indianapolis,2.9960000000000004,0,0,0,0,0
8390628.0,Un appartement 91m à louer à ain sebaa,535.0,91.0,3.0,2.0,1.0,Neighborhood 4,Charlotte,5.8791208791208796,0,0,1,0,0
8390627.0,Magnifique Villa 3cham Locat longue durée,2140.0,1000.0,5.0,3.0,3.0,Neighborhood 17,Tucson,2.14,0,0,1,0,0
8385909.0,Appartement à louer hay mohammedi,58.85,65.0,5.0,2.0,1.0,Neighborhood 2,Austin,0.9053846153846155,0,0,0,0,0
8136236.0,"Location d'un appartement à Souissi. 2 chambres, plus chambr...",1979.5,150.0,3.0,2.0,2.0,Neighborhood 9,Cincinnati,13.196666666666667,0,0,1,0,0
8354670.0,Appartement meublé à louer,1712.0,130.0,4.0,3.0,2.0,Neighborhood 15,St. Louis,13.169230769230769,0,0,1,0,0
8372691.0,Bureau commercial à louer – 94 m² – Centre ville,1206.96,94.0,,,1.0,Neighborhood 7,St. Louis,12.84,0,0,0,0,0
8384204.0,Bureau en location Aviation Rabat 54 m,1177.0,54.0,,,1.0,Neighborhood 3,Cincinnati,21.796296296296298,0,0,0,0,0
8358725.0,CFC Bel appartement haut standing avec terrasse,1498.0,100.0,3.0,2.0,2.0,Neighborhood 11,Charlotte,14.98,0,0,1,0,0
8384047.0,Apartemnt meuble neuf,620.6,63.0,3.0,2.0,1.0,Neighborhood 3,St. Louis,9.850793650793651,0,0,0,0,0
8382559.0,Studio luxueux à louer Vue Panoramique CFC,1284.0,45.0,1.0,1.0,1.0,Neighborhood 18,Charlotte,28.533333333333335,0,0,1,0,0
8383155.0,Villa Achakar 25000 dh,2675.0,320.0,8.0,4.0,5.0,Neighborhood 1,St. Louis,8.359375,0,0,1,0,0
8360527.0,Appartement à loué meublé vue sur mer,963.0,80.0,9.0,3.0,2.0,Neighborhood 16,St. Louis,12.0375,0,0,1,0,0
8322371.0,À louer – Bel appartement situé à la Rue de Fès,695.5,100.0,3.0,2.0,2.0,Neighborhood 7,St. Louis,6.955,0,0,0,0,0
8387916.0,"Appartment à loué vide 
Iberia",1819.0,142.0,10.0,3.0,3.0,Neighborhood 10,St. Louis,12.809859154929578,0,0,1,0,0
8365460.0,Villa moderne sans Vis à Vis et Piscine Chauffée,4815.0,250.0,5.0,3.0,4.0,Neighborhood 15,Tucson,19.26,0,0,0,0,0
8337948.0,"Villa 4 suites, piscine chauffée, hamman à AMELKIS",5350.0,360.0,4.0,4.0,6.0,Neighborhood 3,Tucson,14.86111111111111,0,0,0,0,0
8368727.0,Villa au charme traditionnelle piscine et hammam,2675.0,390.0,9.0,5.0,5.0,Neighborhood 8,Tucson,6.858974358974359,0,0,0,0,0
8379170.0,Appartement Avec Jardin Privatif Agréable,1070.0,100.0,4.0,2.0,2.0,Neighborhood 5,Tucson,10.7,0,0,0,0,0
8360169.0,Grande terrasse & Cadre de Vie Paisible,1284.0,110.0,5.0,2.0,1.0,Neighborhood 5,Tucson,11.672727272727272,0,0,1,0,0
8360165.0,Prestations Haut de Gamme & Volumes Généreux,6313.0,590.0,10.0,4.0,4.0,Neighborhood 1,Tucson,10.7,0,0,1,0,0
8365450.0,Une Adresse Exclusive Golf Amelkis,3959.0,500.0,7.0,3.0,3.0,Neighborhood 3,Tucson,7.918,0,0,0,0,0
8377789.0,Villa Familiale avec volumes Généreux,3424.0,380.0,9.0,4.0,4.0,Neighborhood 21,Tucson,9.010526315789473,0,0,0,0,0
8358750.0,"Bel appartement en location à Racine.
Surface de 150 m².
Bie...",1498.0,150.0,4.0,3.0,3.0,Neighborhood 25,Charlotte,9.986666666666666,0,0,1,0,0
8383016.0,"Location d’une superbe villa sur el menzeh 
route de zaer",3852.0,600.0,7.0,5.0,4.0,,,6.42,0,0,1,0,0
8375633.0,Superbe villa avec piscine privée Route d’Ourika,3745.0,500.0,5.0,4.0,4.0,Neighborhood 22,Tucson,7.49,0,0,0,0,0
8388594.0,Grand studio neuf à louer – Quartier Les Hôpitaux,642.0,67.0,2.0,1.0,1.0,Neighborhood 17,Charlotte,9.582089552238806,0,0,1,0,0
8388418.0,Studio meublé lumineux sans vis à vis à Palmiers,802.5,50.0,2.0,1.0,1.0,Neighborhood 24,Charlotte,16.05,0,0,1,0,0
8387805.0,Appartement a louer au nouveau quartier de roche n,727.6,99.0,2.0,2.0,2.0,Neighborhood 27,Charlotte,7.349494949494949,0,0,1,0,0
8387671.0,Bureau neuf a louer route de safi a cote de mcdo,1126.71,81.0,1.0,1.0,1.0,Neighborhood 13,Tucson,13.91,0,0,1,0,0
8387501.0,Appart de 138m2 3 chambres à louer à Prestigia,1391.0,138.0,4.0,3.0,2.0,Neighborhood 1,Nashville,10.079710144927537,0,0,1,0,0
8387385.0,Villa 3 Suites Piscine Chauffée Sous location,2354.0,150.0,4.0,3.0,3.0,Neighborhood 1,Orlando,15.693333333333333,0,0,1,0,0
8387354.0,À louer – Plateau de bureau de 65 m² à Zenata,749.0,65.0,,,1.0,Neighborhood 1,Denver,11.523076923076923,0,0,1,0,0
8387228.0,"Local commercial 294 m² à louer – Marchan, Tanger",2675.0,294.0,,,1.0,Neighborhood 12,St. Louis,9.098639455782314,0,0,1,0,0
8387174.0,"Appartement à louer à Bourgogne Ouest. 
1 Pièce. 
Prestation...",802.5,67.0,1.0,1.0,1.0,Neighborhood 8,Charlotte,11.977611940298507,0,0,1,0,0
7362299.0,Appartement à l'orangerie,1915.3,135.0,3.0,2.0,2.0,Neighborhood 9,Cincinnati,14.187407407407408,0,0,1,0,0
8332671.0,"Showroom exceptionnel 
Visibilité maximale",21400.0,600.0,,,1.0,Neighborhood 20,Tucson,35.666666666666664,0,0,0,0,0
8354735.0,Appartement 4CH meublé de luxe à louer – Hay Riad,4280.0,255.0,6.0,4.0,3.0,Neighborhood 8,Cincinnati,16.784313725490197,0,0,1,0,0
8357101.0,À louer – Villa jumelée meublée de standing dans résidence s...,3210.0,320.0,5.0,3.0,3.0,Neighborhood 18,Tucson,10.03125,0,0,1,0,0
8386202.0,Appartement neuf jamais habité à louer – Résidence Clé Blanc...,2996.0,185.0,6.0,3.0,3.0,Neighborhood 9,Cincinnati,16.194594594594594,0,0,1,0,0
8229293.0,Appart vide F3 et 1CH perso à Louer – hay Riad,1926.0,175.0,4.0,3.0,2.0,Neighborhood 8,Cincinnati,11.005714285714285,0,0,1,0,0
8381065.0,Appartement meublé à Marrakech Ain Mezouar,642.0,82.0,3.0,3.0,2.0,Neighborhood 2,Tucson,7.829268292682927,0,0,1,0,0
8379087.0,Bureaux neufs à louer Avenue Kadi Ayad,558.54,80.0,,2.0,2.0,Neighborhood 3,Austin,6.98175,0,0,1,0,0
8347673.0,Belle villa 4 suites avec piscine privée à Targa,3210.0,450.0,7.0,5.0,5.0,Neighborhood 8,Tucson,7.133333333333334,0,0,0,0,0
8214490.0,Superbe Villa moderne meublée à Targa,3531.0,500.0,7.0,4.0,3.0,Neighborhood 8,Tucson,7.062,0,0,1,0,0
8369267.0,Magnifique villa 3 chambres sur résidence – Agdal,3210.0,200.0,5.0,3.0,3.0,Neighborhood 1,Tucson,16.05,0,0,0,0,0
8388720.0,"Appartement à Louer de 163.0 m² à Rabat, 
Aviation Mabella",1712.0,163.0,5.0,3.0,4.0,Neighborhood 3,Cincinnati,10.503067484662576,0,0,1,0,0
8387728.0,Spacieux appartement Sans meuble à mozart,1284.0,150.0,4.0,3.0,2.0,Neighborhood 14,St. Louis,8.56,0,0,1,0,0
8347469.0,Studio a louer meublé à franceville,781.1,45.0,2.0,1.0,1.0,Neighborhood 14,Charlotte,17.357777777777777,0,0,1,0,0
8390425.0,"Appartement en location à Palmier. 
2 pièces confortables. 
...",642.0,43.0,2.0,1.0,1.0,Neighborhood 24,Charlotte,14.930232558139535,0,0,1,0,0
8385864.0,Belle villa à louer quarteir pinede avec,4494.0,400.0,7.0,4.0,3.0,Neighborhood 9,Cincinnati,11.235,0,0,1,0,0
8365369.0,Villa moderne et lumineuse sur golf prestigieux,3317.0,350.0,8.0,3.0,3.0,Neighborhood 1,Tucson,9.477142857142857,0,0,1,0,0
8363451.0,"Neuf, Moderne, Central",963.0,62.0,2.0,1.0,1.0,Neighborhood 6,Tucson,15.53225806451613,0,0,0,0,0
8387452.0,"Moderne, Lumineuse",2675.0,330.0,5.0,3.0,2.0,Neighborhood 18,Tucson,8.106060606060606,0,0,1,0,0
8379623.0,"Villa Moderne aux Volumes Généreux, 5min du Centre",4815.0,750.0,11.0,4.0,3.0,Neighborhood 1,Tucson,6.42,0,0,1,0,0
